root,Phylum,Class,Order,Family,Genus,Species
root,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp002690535
root,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp002690535
root,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Genus_Nitrosopumilus
root,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Genus_Nitrosopumilus
root,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Genus_Nitrosopumilus
root,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Genus_Nitrosopumilus
root,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Genus_Nitrosopumilus
root,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Genus_Nitrosopumilus
root,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Genus_Nitrosopumilus
root,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,UBA57,UBA57,UBA57 sp002494565
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Genus_Synechococcus_C
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Genus_Synechococcus_C
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Genus_Synechococcus_C
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Genus_Synechococcus_C
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Genus_Synechococcus_C
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Genus_Synechococcus_C
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Genus_Synechococcus_C
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Genus_Synechococcus_C
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Genus_Synechococcus_C
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Genus_Synechococcus_C
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Genus_Synechococcus_C
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Genus_Synechococcus_C
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Genus_Synechococcus_C
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp002500205
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp000012505
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp000012505
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003208835
root,Dadabacteria,UBA1144,UBA1144,UBA1144,TMED58,TMED58 sp002701865
root,Fibrobacterota,Fibrobacteria,Fibrobacterales,Order_Fibrobacterales,Order_Fibrobacterales,Order_Fibrobacterales
root,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,GCA-2718595,Genus_GCA-2718595
root,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,GCA-2718595,Genus_GCA-2718595
root,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,GCA-2718595,Genus_GCA-2718595
root,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA2589,Genus_UBA2589
root,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA2589,Genus_UBA2589
root,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA2589,Genus_UBA2589
root,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA887,UBA887 sp002313925
root,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA887,UBA887 sp002313925
root,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA887,UBA887 sp002313925
root,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,UBA887,UBA887 sp002313925
root,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,GCA-2722105,Genus_GCA-2722105
root,Myxococcota,UBA796,UBA796,UBA796,UBA796,Genus_UBA796
root,Myxococcota,UBA796,UBA796,UBA796,Family_UBA796,Family_UBA796
root,Myxococcota,UBA9042,UBA3505,UBA3505,Family_UBA3505,Family_UBA3505
root,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,Genus_UBA8687
root,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,Genus_UBA8687
root,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,Genus_UBA8687
root,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,Genus_UBA8687
root,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,Genus_UBA8687
root,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,Genus_UBA8687
root,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,Fuerstia,Genus_Fuerstia
root,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,GCA-002718515,Genus_GCA-002718515
root,Planctomycetota,UBA1135,UBA1135,GCA-002686595,GCA-2862085,Genus_GCA-2862085
root,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Mariniblastus,Genus_Mariniblastus
root,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Mariniblastus,Genus_Mariniblastus
root,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Mariniblastus,Genus_Mariniblastus
root,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Mariniblastus,Genus_Mariniblastus
root,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Mariniblastus,Genus_Mariniblastus
root,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,Rubripirellula sp002862205
root,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,SAT2750,SAT2750 sp002708345
root,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA12014,UBA12014 sp002690755
root,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,UBA721,UBA721 sp002705165
root,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA8087,UBA8087 sp002684315
root,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA8087,Genus_UBA8087
root,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,UBA8437,Genus_UBA8437
root,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,UBA8437,Genus_UBA8437
root,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,UBA8437,Genus_UBA8437
root,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,UBA8437,Genus_UBA8437
root,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,UBA8437,Genus_UBA8437
root,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetaceae,UBA8437,Genus_UBA8437
root,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Family_Pirellulaceae,Family_Pirellulaceae
root,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Family_Pirellulaceae,Family_Pirellulaceae
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,AEGEAN-183,Genus_AEGEAN-183
root,Proteobacteria,Gammaproteobacteria,SAR86,AG-339-G14,AG-339-G14,Genus_AG-339-G14
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp002354605
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp002354605
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp002354605
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Genus_Amylibacter_A
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Genus_Amylibacter_A
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp900197625
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp000153745
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter_A,Amylibacter_A sp000153745
root,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,BACL14,Genus_BACL14
root,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,BACL14,Genus_BACL14
root,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Genus_Bradyrhizobium
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,Genus_D2472
root,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter_A,Erythrobacter_A citreus
root,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,GCA-002724395,Genus_GCA-002724395
root,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,GCA-002724395,Genus_GCA-002724395
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,GCA-002727775,Genus_GCA-002727775
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,GCA-002727775,Genus_GCA-002727775
root,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,Genus_GCA-002728725
root,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,Genus_GCA-002728725
root,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,Genus_GCA-002728725
root,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,Genus_GCA-002728725
root,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,Genus_GCA-002728725
root,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,Genus_GCA-002728725
root,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-002728725,Genus_GCA-002728725
root,Proteobacteria,Alphaproteobacteria,TMED109,TMED109,GCA-2684605,GCA-2684605 sp002684605
root,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,GCA-2685275,Genus_GCA-2685275
root,Proteobacteria,Alphaproteobacteria,Defluviicoccales,UBA830,GCA-2689465,Genus_GCA-2689465
root,Proteobacteria,Alphaproteobacteria,Defluviicoccales,UBA830,GCA-2689465,Genus_GCA-2689465
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,GCA-2697345,Genus_GCA-2697345
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,Genus_GCA-2707915
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,Genus_GCA-2707915
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,Genus_GCA-2707915
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,Genus_GCA-2707915
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,Genus_GCA-2707915
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,Genus_GCA-2707915
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,Genus_GCA-2707915
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,Genus_GCA-2707915
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,Genus_GCA-2707915
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,Genus_GCA-2707915
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,Genus_GCA-2707915
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,Genus_GCA-2707915
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas aquamarina
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas aquamarina
root,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Hellea,Genus_Hellea
root,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Hellea,Genus_Hellea
root,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Hellea,Genus_Hellea
root,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Hellea,Genus_Hellea
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002457115
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002711145
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002457115
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002457115
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,Genus_HIMB11
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002336405
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002336405
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002336405
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp002684375
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
root,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp001642945
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002685195
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002685195
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002685195
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,Genus_HTCC2207
