root,Phylum,Class,Order,Family,Genus,Species
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,Family_D2472,Family_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,Family_D2472,Family_D2472
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,Family_D2472,Family_D2472
root,Proteobacteria,Alphaproteobacteria,MC1,Order_MC1,Order_MC1,Order_MC1
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
root,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
root,Proteobacteria,Gammaproteobacteria,SAR86,D2472,Family_D2472,Family_D2472
root,Proteobacteria,Alphaproteobacteria,Bin95,Bin95,Family_Bin95,Family_Bin95
root,Proteobacteria,Alphaproteobacteria,UBA828,UBA828,Family_UBA828,Family_UBA828
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,Family_HTCC2089,Family_HTCC2089
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,Family_HTCC2089,Family_HTCC2089
root,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,Family_HTCC2089,Family_HTCC2089
root,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,Family_UBA11654,Family_UBA11654
root,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,Family_UBA11654,Family_UBA11654
root,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,Family_UBA11654,Family_UBA11654
root,Proteobacteria,Gammaproteobacteria,SAR86,AG-339-G14,Family_AG-339-G14,Family_AG-339-G14
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp000213335
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp000213335
root,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp000213335
root,SAR324,SAR324,SAR324,NAC60-12,UBA8110,UBA8110 sp002707655
root,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,Genus_CG-Epi1
root,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,Genus_CG-Epi1
root,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,Genus_CG-Epi1
root,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,Genus_CG-Epi1
root,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,Genus_CG-Epi1
root,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,Genus_CG-Epi1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-K1,Genus_MGIIa-K1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-K1,Genus_MGIIa-K1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,MGIIa-L1 sp9513u
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,MGIIa-L1 sp9513u
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L2,Genus_MGIIa-L2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L2,Genus_MGIIa-L2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,MGIIb-O2 sp002498985
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,MGIIb-O2 sp002498985
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O3,Genus_MGIIb-O3
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O3,Genus_MGIIb-O3
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002496725
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-P,Genus_MGIIb-P
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-P,Genus_MGIIb-P
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-P,Genus_MGIIb-P
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-P,Genus_MGIIb-P
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Poseidonia,Genus_Poseidonia
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Poseidonia,Genus_Poseidonia
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Poseidonia,Genus_Poseidonia
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Poseidonia,Genus_Poseidonia
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Genus_Thalassarchaeum
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Thalassarchaeum sp002495735
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Thalassarchaeum sp002457605
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Thalassarchaeum,Thalassarchaeum sp002507125
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,Family_Poseidoniaceae,Family_Poseidoniaceae
root,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,Family_Thalassoarchaeaceae,Family_Thalassoarchaeaceae
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,Genus_Arctic95D-9
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,Genus_Arctic95D-9
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,BACL24,Genus_BACL24
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,Genus_EC70
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,Genus_EC70
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,Genus_EC70
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,Genus_EC70
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,Genus_EC70
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,Genus_EC70
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,GCA-2690565,Genus_GCA-2690565
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,GCA-2730975,Genus_GCA-2730975
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,GCA-2730975,Genus_GCA-2730975
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,GCA-2730975,Genus_GCA-2730975
root,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,MB11C04,Genus_MB11C04
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,Genus_Roseibacillus
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002729295
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,Genus_SW10
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp000383735
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp000383735
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp000383735
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002323895
root,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002420315
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
root,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,Genus_UBA1096
