Sample,Domain,Phylum,Class,Order,Family,Genus,Species
21,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA12010,Genus_UBA12010
24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA12010,Genus_UBA12010
35,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA12010,Genus_UBA12010
36,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA12010,Genus_UBA12010
37,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA12010,Genus_UBA12010
40,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002726925
41,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002726925
74,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002726925
8,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002726925
33,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555
36,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555
37,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555
40,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555
41,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555
42,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555
50,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555
6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555
68,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555
74,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,Genus_UBA4421
35,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002704225
36,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002704225
37,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002704225
70,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002704225
56,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4582,Genus_UBA4582
9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4582,Genus_UBA4582
1,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,UBA5682 sp002171735
76,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,UBA5682 sp002171735
17,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,Genus_UBA5682
18,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,Genus_UBA5682
23,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,Genus_UBA5682
3,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,Genus_UBA5682
34,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,Genus_UBA5682
46,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,Genus_UBA5682
5,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,Genus_UBA5682
51,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,Genus_UBA5682
77,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,Genus_UBA5682
80,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA5682,Genus_UBA5682
35,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA5951,Genus_UBA5951
36,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA5951,Genus_UBA5951
18,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA6544,Genus_UBA6544
19,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA6544,Genus_UBA6544
23,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA6544,Genus_UBA6544
60,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA6544,Genus_UBA6544
79,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA6544,Genus_UBA6544
41,Bacteria,Proteobacteria,Alphaproteobacteria,Nisaeales,Nisaeaceae,UBA7326,Genus_UBA7326
41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,UBA7377,Genus_UBA7377
42,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA7434,UBA7434,UBA7434 sp002726445
1,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA868,Genus_UBA868
21,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA868,Genus_UBA868
76,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA868,Genus_UBA868
45,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,LS-SOB,UBA868,UBA868 sp002295285
13,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,UBA9145 sp002457215
15,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,Genus_UBA9145
34,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,Genus_UBA9145
43,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,Genus_UBA9145
51,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,Genus_UBA9145
63,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,Genus_UBA9145
79,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,Genus_UBA9145
80,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,Genus_UBA9145
61,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,UBA9145 sp002694855
23,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,Genus_UBA9659
34,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,Genus_UBA9659
43,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,Genus_UBA9659
35,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SG8-40,Family_SG8-40,Family_SG8-40
38,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,Family_AG-422-B15,Family_AG-422-B15
39,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,Family_AG-422-B15,Family_AG-422-B15
40,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,Family_AG-422-B15,Family_AG-422-B15
42,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,Family_AG-422-B15,Family_AG-422-B15
53,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,Family_AG-422-B15,Family_AG-422-B15
54,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,Family_AG-422-B15,Family_AG-422-B15
7,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,Family_AG-422-B15,Family_AG-422-B15
8,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,Family_AG-422-B15,Family_AG-422-B15
27,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,Family_D2472,Family_D2472
28,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,Family_D2472,Family_D2472
29,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,Family_D2472,Family_D2472
30,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,Family_D2472,Family_D2472
40,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,Family_D2472,Family_D2472
67,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,Family_D2472,Family_D2472
51,Bacteria,Proteobacteria,Alphaproteobacteria,MC1,Order_MC1,Order_MC1,Order_MC1
23,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
3,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
34,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
43,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
47,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
51,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
61,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
65,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
80,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
82,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
68,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
24,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
35,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,Family_SAR86,Family_SAR86
67,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,Family_D2472,Family_D2472
77,Bacteria,Proteobacteria,Alphaproteobacteria,Bin95,Bin95,Family_Bin95,Family_Bin95
23,Bacteria,Proteobacteria,Alphaproteobacteria,UBA828,UBA828,Family_UBA828,Family_UBA828
60,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,Family_HTCC2089,Family_HTCC2089
77,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,Family_HTCC2089,Family_HTCC2089
79,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,Family_HTCC2089,Family_HTCC2089
20,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,Family_UBA11654,Family_UBA11654
61,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,Family_UBA11654,Family_UBA11654
64,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,Family_UBA11654,Family_UBA11654
38,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,AG-339-G14,Family_AG-339-G14,Family_AG-339-G14
15,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
16,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
17,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
19,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
20,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
23,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
34,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
43,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
47,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
5,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
51,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp000213335
60,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
61,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
62,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
64,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
69,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
72,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
79,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Genus_Arctic96AD-7
80,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
83,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp000213335
9,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp000213335
9,Bacteria,SAR324,SAR324,SAR324,NAC60-12,UBA8110,UBA8110 sp002707655
9,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,Genus_CG-Epi1
44,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,Genus_CG-Epi1
65,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,Genus_CG-Epi1
76,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,Genus_CG-Epi1
78,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,Genus_CG-Epi1
79,Archaea,Thermoplasmatota,Poseidoniia,MGIII,CG-Epi1,CG-Epi1,Genus_CG-Epi1
77,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-K1,Genus_MGIIa-K1
79,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-K1,Genus_MGIIa-K1
48,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
52,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
30,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
50,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
57,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
82,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
60,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
66,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
74,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
77,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
26,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
24,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
12,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
24,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
29,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,MGIIa-L1 sp9513u
30,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,MGIIa-L1 sp9513u
11,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
25,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
26,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
27,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
28,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
29,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
30,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
33,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
49,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
58,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
74,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
77,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
82,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L1,Genus_MGIIa-L1
29,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L2,Genus_MGIIa-L2
30,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Poseidoniaceae,MGIIa-L2,Genus_MGIIa-L2
20,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
23,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
34,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
43,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
47,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
51,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
61,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
69,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
80,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
83,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
9,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp8684u
1,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
13,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
14,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
4,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
44,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
59,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
62,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
65,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
76,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O1,MGIIb-O1 sp002497895
24,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,MGIIb-O2 sp002498985
81,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,MGIIb-O2 sp002498985
2,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
5,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
77,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
13,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
14,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
15,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
16,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
17,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
18,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
19,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
2,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
22,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
23,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
34,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
4,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
45,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
46,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
49,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
5,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
50,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
57,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
58,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
60,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
62,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
65,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
66,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
67,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
74,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
77,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
79,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
82,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
23,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O2,Genus_MGIIb-O2
1,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O3,Genus_MGIIb-O3
63,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O3,Genus_MGIIb-O3
1,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825
62,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825
65,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825
76,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825
78,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002506825
78,Archaea,Thermoplasmatota,Poseidoniia,Poseidoniales,Thalassoarchaeaceae,MGIIb-O5,MGIIb-O5 sp002496725
