Bin,Sample,Year,Watermass
76_bin.32,76,2018,STW
76_bin.34,76,2018,STW
76_bin.36,76,2018,STW
76_bin.43,76,2018,STW
76_bin.44,76,2018,STW
77_bin.1,77,2018,SAW
77_bin.11,77,2018,SAW
77_bin.12,77,2018,SAW
77_bin.15,77,2018,SAW
77_bin.16,77,2018,SAW
77_bin.18,77,2018,SAW
77_bin.19,77,2018,SAW
77_bin.21,77,2018,SAW
77_bin.24,77,2018,SAW
77_bin.31,77,2018,SAW
77_bin.32,77,2018,SAW
77_bin.34,77,2018,SAW
77_bin.35,77,2018,SAW
77_bin.37,77,2018,SAW
77_bin.4,77,2018,SAW
77_bin.40,77,2018,SAW
77_bin.41,77,2018,SAW
77_bin.48,77,2018,SAW
77_bin.49,77,2018,SAW
77_bin.7,77,2018,SAW
78_bin.10,78,2018,STW
78_bin.17,78,2018,STW
78_bin.20,78,2018,STW
78_bin.21,78,2018,STW
78_bin.22,78,2018,STW
78_bin.24,78,2018,STW
78_bin.30,78,2018,STW
78_bin.36,78,2018,STW
78_bin.42,78,2018,STW
78_bin.45,78,2018,STW
79_bin.10,79,2018,SAW
79_bin.12,79,2018,SAW
79_bin.16,79,2018,SAW
79_bin.17,79,2018,SAW
79_bin.22,79,2018,SAW
79_bin.23,79,2018,SAW
79_bin.27,79,2018,SAW
79_bin.28,79,2018,SAW
79_bin.29,79,2018,SAW
79_bin.3,79,2018,SAW
79_bin.30,79,2018,SAW
79_bin.37,79,2018,SAW
79_bin.40,79,2018,SAW
79_bin.47,79,2018,SAW
79_bin.49,79,2018,SAW
79_bin.5,79,2018,SAW
79_bin.53,79,2018,SAW
79_bin.56,79,2018,SAW
79_bin.61,79,2018,SAW
79_bin.66,79,2018,SAW
80_bin.1,80,2018,Deep
80_bin.10,80,2018,Deep
80_bin.13,80,2018,Deep
80_bin.15,80,2018,Deep
80_bin.16,80,2018,Deep
80_bin.19,80,2018,Deep
80_bin.20,80,2018,Deep
80_bin.21,80,2018,Deep
80_bin.23,80,2018,Deep
80_bin.25,80,2018,Deep
80_bin.27,80,2018,Deep
80_bin.29,80,2018,Deep
80_bin.31,80,2018,Deep
80_bin.33,80,2018,Deep
80_bin.35,80,2018,Deep
80_bin.36,80,2018,Deep
80_bin.37,80,2018,Deep
80_bin.42,80,2018,Deep
80_bin.44,80,2018,Deep
80_bin.45,80,2018,Deep
80_bin.46,80,2018,Deep
80_bin.5,80,2018,Deep
80_bin.7,80,2018,Deep
80_bin.8,80,2018,Deep
81_bin.2,81,2018,STW
81_bin.6,81,2018,STW
82_bin.10,82,2018,SAW
82_bin.11,82,2018,SAW
82_bin.12,82,2018,SAW
82_bin.14,82,2018,SAW
82_bin.16,82,2018,SAW
82_bin.2,82,2018,SAW
82_bin.21,82,2018,SAW
82_bin.26,82,2018,SAW
82_bin.27,82,2018,SAW
82_bin.29,82,2018,SAW
82_bin.32,82,2018,SAW
82_bin.7,82,2018,SAW
83_bin.1,83,2018,Deep
83_bin.10,83,2018,Deep
83_bin.12,83,2018,Deep
83_bin.14,83,2018,Deep
83_bin.15,83,2018,Deep
83_bin.23,83,2018,Deep
83_bin.25,83,2018,Deep
83_bin.26,83,2018,Deep
83_bin.27,83,2018,Deep
83_bin.3,83,2018,Deep
83_bin.30,83,2018,Deep
83_bin.32,83,2018,Deep
83_bin.33,83,2018,Deep
83_bin.35,83,2018,Deep
83_bin.39,83,2018,Deep
83_bin.41,83,2018,Deep
