Bin,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
1_bin.12,1166.416304,256.9970217,447.5194057,334.8823734,232.859367,233.5096067,3384.578777,822.2475177,639.201688,1504.45918,251.8886528,365.9092382,125.6253964,137.1936057,148.7215104,114.8265716,151.2979949,110.8667765,122.7859435,584.5266253,2251.027833,369.8247313,308.1469522,699.2595578,474.480103,522.4014986,568.4197359,368.7697299,612.2354539,625.8186724,385.5650459,465.5352156,155.4742175,232.9854482,11555.72828,13229.01729,11516.64085,3441.244684,614.6941149,537.7258809,298.7371877,422.8437779,410.6069919,553.9839396,591.471492,249.4764826,549.6905942,2166.35325,812.9492237,503.4682928,390.603196,4231.51611,1168.310153,840.4682112,1465.705313,685.5933446,128.3679719,267.9424772,183.4845794,508.3900435,264.4888538,215.9679914,487.0277964,219.7627706,206.5954398,160.01083,349.7673917,531.0378122,647.0892627,814.3554264,287.2859257,541.086628,254.6470865,718.7169012,503.422139,312.5427692,430.1487126,193.6966026,579.7184238,217.2976889,248.1226433,349.1921794
1_bin.15,1443.206613,1177.654825,526.1643776,1023.745368,790.350898,2562.258948,845.9565049,2535.226713,182.6136548,986.9729824,2003.584013,301.9002271,655.0702561,419.0314392,371.0366294,288.7597394,571.9838254,404.9420805,279.8154793,146.8809402,777.8666348,452.9772234,674.7678551,271.9301417,1040.76651,1411.09203,859.7645797,458.1653535,2096.273809,1267.516798,357.1051824,470.7949211,1923.614579,331.9483258,583.4662098,570.9311588,580.3973131,2514.295905,4959.900036,14037.62164,12734.55295,15114.43548,279.5510312,1308.843778,1122.565806,834.6738812,279.1354578,199.9614068,304.363658,1319.703586,345.8487961,309.4801564,182.7655806,5433.426947,299.0746884,529.0377029,460.4855859,1297.949968,539.6203857,142.2635222,1240.671102,558.4390204,166.9564621,1635.125814,594.4794836,575.8109238,1866.82546,289.2572647,178.4064761,379.6404799,132.9703099,596.8257974,2108.124298,552.9471396,1437.558095,938.0156974,1400.818324,691.7660839,341.3469758,286.2826552,353.8319475,116.180147
1_bin.17,3319.167212,230.0602615,357.2109846,1398.044986,284.5394601,128.8599357,1122.723523,286.6197019,112.7238129,1631.917709,141.8665951,500.7642426,381.9967299,257.4603845,243.4411532,157.1760999,219.7917898,147.75003,163.3215422,124.9066822,3292.675095,376.2368979,336.0808652,673.672584,190.3546898,144.1899083,108.3744968,86.76754363,149.1692112,131.149131,122.4446777,366.5677764,113.3221824,221.206967,5467.367478,6163.174714,5359.867736,1774.919291,398.6744508,353.8244376,247.3803751,267.9267737,192.2942002,1703.776817,658.6054822,130.6870838,132.7108053,1012.140839,281.6625011,176.4882395,131.6292932,1565.277812,144.0563184,147.9672383,592.9013591,232.6232026,66.45201006,1078.380396,213.3687098,108.384071,1059.315432,299.2507902,132.976662,1629.067069,134.9463403,160.955424,110.8143664,78.70037957,170.1396916,61.81140425,106.097117,492.0264967,92.20380675,396.8180049,3162.47802,182.9205667,2179.757976,276.5370043,124.5826106,809.602592,148.6513414,41.67247024
1_bin.18,2452.177516,369.4605366,494.7920795,1308.477801,336.6237645,189.4034251,473.5892838,452.4403473,339.1280955,2107.852176,501.5787762,1533.437452,1258.642084,715.162842,438.125885,237.348485,302.5221704,169.9799981,241.8894684,301.8726116,559.8224318,169.329591,437.103315,376.9826536,231.1103346,208.7822827,142.4531122,83.44409617,104.3905484,99.60672414,201.6080959,302.2645801,95.08864083,355.2216591,737.4113547,719.0168658,769.7749911,712.8717452,540.8773099,629.5823355,887.459213,871.1447036,292.210144,3279.402924,494.7611444,268.3043762,260.8381056,191.5150785,189.8105821,262.6448884,294.3005316,249.5016884,186.8096743,293.9430273,207.46499,218.1366795,120.6544987,1198.922661,214.551564,194.130117,1134.650039,475.7673853,290.6871067,1989.118043,157.439072,181.9322201,223.1789798,225.5536652,242.5167311,228.4664029,265.8858882,800.6874312,288.2711972,391.834291,2244.373521,257.1702562,3444.568021,368.7559891,277.9909453,575.8897786,175.6490111,114.5352831
1_bin.22,505.5463104,20.87853034,209.19626,175.1498887,37.72638378,11.76640254,103.2230637,27.6051699,99.28345867,620.1715063,45.92331885,521.756667,96.39655905,61.11976015,70.76106781,38.91261098,58.32781833,21.83367836,35.9929828,148.287179,1239.366923,15.66746359,254.0893688,274.318755,290.5522183,147.2061161,27.19004278,9.295426889,53.76229488,52.38471005,107.5768924,34.53238405,17.13503883,205.008601,115.3334962,209.8327097,195.8088184,125.3861661,27.85449665,28.50903305,23.44234078,89.88203391,196.4438679,334.1190975,73.9687224,31.15561553,201.7567255,72.34604997,56.34725082,30.55920331,243.2805157,337.8916484,219.2785725,8.195579932,362.3002144,90.64728768,9.926714116,249.1965138,31.12385257,185.6042195,229.5760153,97.63730876,174.6797675,159.7084978,21.29673754,13.11368872,22.88028683,91.74731645,84.02125661,33.23555978,61.08041401,136.7693075,8.851663121,145.9983065,289.7098717,20.28146411,450.9233206,35.73007733,245.6975385,65.41724445,13.97447201,88.62867764
1_bin.23,918.8013586,30.98235661,484.6520196,1048.259536,92.73279869,6.465578768,13.39717784,11.12958765,516.1432869,32.33185566,17.20588217,18.84640988,446.7397034,387.3442783,277.1693716,184.0259691,183.9577767,164.4885544,192.7422296,207.4273361,45.0084794,72.07033251,393.6574974,21.30234072,8.973274968,5.899626561,4.960200869,4.816442316,3.394436539,3.930310466,129.797389,16.62887395,4.434102233,361.7923971,4.676312636,4.852432902,5.980016422,15.29052018,7.580754948,10.10003533,13.69553772,9.650422004,376.4028744,291.4063044,81.62718455,38.53240081,467.8108599,8.511299996,12.53800084,10.56283026,490.5962642,5.546369861,5.955271099,4.557355196,11.11931569,9.719817862,8.327044954,198.9776118,76.90827375,154.6385736,230.8327397,157.782079,213.790147,511.3580127,38.90498869,18.77274323,6.495195174,330.6750734,8.327748986,9.094866021,85.99695386,41.31824452,11.26908284,329.9872188,326.276571,28.40050625,710.1887803,170.396334,427.2771331,48.2183022,55.19916443,132.1787755
1_bin.28,805.5016083,492.1295259,632.7064158,473.5646487,451.1587078,49.41889066,561.7953118,397.2445942,1033.687874,1109.510092,331.8550385,185.0387294,311.8694968,272.8283933,295.3972968,228.831636,361.7569119,276.5158937,248.3361171,952.8475748,625.8420374,177.1209783,642.1444781,225.3940073,102.2347044,80.07178043,62.13642558,56.80538655,54.95267263,54.29157678,463.7078985,276.3762803,63.92965118,894.7942753,828.1738017,939.8396357,1087.292881,1492.103178,1030.44119,718.1394453,326.9075421,274.0830774,811.5927078,576.0924956,525.9738302,294.1120981,768.076276,493.5362849,343.2757123,176.8532617,942.8798274,264.0775969,80.11106707,65.85825058,261.7402148,204.5688789,67.52576059,681.4066706,359.741237,1239.112907,665.6077587,737.0084985,896.5344582,421.2038987,120.4838554,137.2639838,87.56066246,600.8526651,46.10134541,38.62511002,644.9018981,122.3966939,422.5722928,632.3597607,427.2018755,901.221748,400.6090122,619.1289208,828.4440796,79.53497231,144.8041524,454.2772543
1_bin.33,152.4854502,115.2588391,350.1891121,255.6946704,114.627575,353.5506831,204.3688978,189.6405886,296.2267543,205.9520517,147.4243682,1332.207318,187.2916502,153.9619088,125.1694574,67.79109974,92.41125872,41.987843,54.14411644,253.6840724,6504.548346,133.3730646,263.1483836,181.3580168,324.5172766,339.5604998,451.4211318,74.35318912,275.5538484,191.5193659,251.9405359,143.2134298,121.1159389,320.5480166,631.9669187,676.7949326,513.043444,430.913773,323.3287541,323.3896645,611.4257957,614.765159,281.564583,233.7612964,94.39499863,99.0793783,278.4662661,342.3686666,157.0937752,75.99306175,325.026995,177.5566544,74.68374554,239.2675306,80.47791716,61.24816735,49.0638254,173.0036625,67.92313085,229.4233671,177.6027117,115.1730039,257.2011592,123.4206591,79.3275835,228.7194106,175.9586846,215.5296394,134.9875681,130.9772989,243.8974865,63.92793576,97.80782519,140.6877917,134.0812709,70.35965145,278.3715072,78.23732418,219.3919896,40.38012527,103.0996137,125.901913
1_bin.4,2262.7533,1087.076157,3724.044124,1655.865127,1197.501105,777.2837975,2413.369141,2114.198642,7720.341571,3752.904053,1358.472675,951.042117,875.0190885,1020.814484,1137.330736,820.5179206,1155.325282,776.8411438,768.9392389,5932.112156,4047.065518,792.2534253,4268.957327,1349.966137,848.4959045,983.6726222,665.5989629,420.942742,479.3688379,436.3060964,3990.365118,892.9339036,492.1933661,5994.837228,2729.135704,2857.531005,2940.269162,4316.831748,4892.74028,3583.573335,2740.264831,2775.172965,5765.280403,1976.650406,2942.018273,3370.148858,5012.456958,1500.002924,965.5293186,582.221835,6768.200558,1282.9955,416.6366791,1567.449342,726.2334226,547.345579,305.2738507,1567.757941,860.731195,8529.746649,1886.067977,1277.230141,6300.440695,1591.785597,627.7763649,743.9571765,1373.756411,4523.492103,614.5951909,486.4630498,7568.621327,597.8161792,836.2440857,3334.267984,1899.545397,1090.800575,1728.875854,1177.548197,5136.644384,634.1355416,753.0388373,2864.949354
1_bin.40,460.1415416,363.4531308,354.7037397,293.3086744,357.0195908,80.78407884,771.8908838,398.1197911,887.4137032,1106.063022,401.8939033,421.8019121,260.2245586,184.3368443,176.9682376,130.1921071,188.819307,110.5459705,131.6295469,533.1918042,1219.613155,236.3548793,468.6030934,773.6225718,187.8082199,151.9106415,126.8333004,98.27178482,80.70389119,76.90751581,474.447032,381.2920216,88.41744181,563.2004858,758.6005319,734.5298219,759.2837342,948.3243023,431.8004389,321.436991,371.0124075,341.6471238,579.6840639,753.7500945,502.408475,506.3738567,360.7768498,674.5367676,353.9993907,129.5144436,384.7117561,592.0051979,209.3320027,316.2447066,270.0797016,156.0496785,79.52327931,378.1757622,192.5265903,458.0924207,421.3470041,349.4445627,511.1442633,721.039033,191.1078171,222.8220801,202.0752533,387.351386,208.0717957,72.39401071,788.0659598,231.3024557,257.9924047,453.7630635,314.5363631,192.3066959,544.7231991,266.2887845,399.1644818,252.3712783,330.4878446,213.6150532
1_bin.5,1514.099826,997.3106745,3157.525799,1474.946105,972.3554365,1445.472839,1572.615239,1665.660215,12942.59625,1397.361206,1202.527298,706.6715878,841.9736536,796.4855891,911.8027809,634.6645174,836.9846836,610.8617851,651.8170677,8144.239541,642.7502036,725.8088615,4001.166295,636.4213703,2121.548975,2427.601481,2192.708753,1361.059107,1497.458004,1392.895368,6022.775128,841.5235787,530.777272,4645.574787,1670.096662,1559.797668,1517.109184,2229.139406,2661.848322,3296.947799,3163.221418,3851.627624,5396.292652,961.6050461,603.9944134,355.0946257,5717.647545,776.3583374,840.1345596,960.5331368,6973.050984,920.6609875,525.3837306,1452.877177,467.2979679,534.1639082,357.6794507,1348.597869,714.495151,5753.597183,1573.0489,1195.867023,9644.37814,796.4986727,653.0027978,992.8789862,1366.423856,6749.296918,626.239408,752.8668337,15672.51725,381.3211389,1235.069503,3897.345952,1423.338274,608.6376181,1673.772159,1013.636655,6088.157015,354.9883302,608.731368,3358.757652
1_bin.8,3312.217716,3928.294466,2010.278784,2451.509755,3211.062629,952.496228,4308.050248,4650.424538,682.05587,5266.853058,5091.643854,2411.377509,1569.420078,1335.651704,2167.588803,1923.483389,2785.67797,1617.447196,1939.938653,853.9776184,9057.788968,2960.944945,3549.346958,3662.785062,1529.579601,1463.600604,1174.699839,1012.843621,1073.032539,956.2312133,1261.697421,2157.226457,1175.526206,1706.280417,6287.681342,6335.621446,5844.312014,6615.431852,6316.393319,6147.595237,6675.193452,5666.173179,1560.371353,3484.853432,3848.165734,3668.759803,1367.488733,2141.479896,1670.238719,2490.010426,1289.609038,2284.266966,1166.251149,3273.25335,1598.463959,1485.920484,1709.191717,2352.42341,3171.493849,918.1805393,2638.802893,3697.665372,754.6272956,2908.714242,1812.323219,1541.245623,1684.201845,1171.554736,1502.433215,3724.459918,424.9768321,975.5743592,3761.138811,2028.371548,2497.648264,2161.497239,3480.50387,2800.252974,1421.974626,1367.653761,1945.179157,527.2098963
1_bin.9,713.0294782,187.5306749,692.3804305,493.9146304,152.4297484,105.208278,216.6321751,311.5774011,1668.584606,443.5299326,251.1239469,100.2849109,347.1052631,354.7147809,212.5192485,150.1681415,146.0462766,147.4386595,149.6453686,983.1243239,92.93700901,65.11373671,439.1710488,159.7582612,164.1260496,189.7460279,202.84329,149.074514,115.3085442,115.7026778,990.9460059,82.4557732,52.33523558,588.4907363,143.391372,157.5598969,169.4337986,168.1664671,202.1322307,725.4114707,819.3362709,611.5483516,781.1355476,722.5293115,64.3177243,43.75900203,653.9103321,104.6261839,85.02239626,167.9786592,648.8434201,217.1215685,113.3402127,222.569994,165.9046777,140.5911737,53.53413374,400.9452178,164.1210278,762.2790295,427.5617648,195.6585537,1017.713531,104.2992623,122.825592,68.80218903,133.841757,812.6396526,305.9319909,504.6387466,668.9290502,107.6496678,237.2123625,455.9689696,788.5168946,158.6522171,1016.627123,238.1605323,758.4066546,300.2472233,93.60370738,460.6549811
10_bin.1,5385.790276,3132.450428,686.1678586,2180.83145,2392.922207,2032.782719,14144.74227,8181.618067,432.2471811,14383.70956,4997.475788,3960.951339,1738.148853,1070.775925,1118.578266,834.3494174,1530.179853,578.299977,820.5897491,426.9639514,9352.614775,2584.950016,1217.54407,7963.720218,2556.146509,2443.479254,1883.05509,1449.963883,1581.388935,1440.916767,489.5003747,4894.265854,1712.397362,827.4008787,24523.74963,27476.78185,30013.23031,20481.87606,12397.32138,9706.537952,10458.38947,8500.169348,796.2021681,6130.543514,2478.569998,1677.821693,450.9160602,4925.465485,4126.801847,2049.884894,893.9507958,7513.450008,3007.855383,4742.049356,4142.730428,2186.692723,1072.709653,3113.129926,1455.490787,520.5754389,2935.269359,2259.464131,477.363376,5531.156858,1723.548286,2176.166009,3621.388148,441.2403389,3643.310928,1941.908284,354.1815673,2801.947052,3351.886745,2037.276873,3075.802899,1813.85535,4032.169105,1562.452442,559.8500664,2897.161371,2664.628751,235.6345041
10_bin.12,1357.25268,1864.603198,472.2268757,682.8583862,1323.673964,1322.78135,4502.89057,4337.359302,262.2519642,3911.759991,2815.005223,1258.651293,534.1771476,459.3141169,645.242324,522.0845162,979.1712637,309.8419749,490.3415672,276.9793426,3555.843586,1754.9253,813.415257,3464.056157,1807.726873,1755.546754,1403.083342,1045.669056,1082.806656,1002.029323,309.8112445,2195.743911,1081.151191,593.2494003,4441.109271,3734.840987,3842.192025,6195.771434,5598.833456,3823.388574,6616.317179,4464.717824,539.5706095,1541.162407,977.1997341,1114.561685,337.364306,1677.895591,1904.640332,1185.329785,631.5946342,2311.841041,1330.316756,2527.149199,1171.903573,914.9810461,698.1241096,1111.114332,964.5607766,406.9025528,1053.264218,1383.227855,322.1496305,1711.062075,1045.479861,1351.79069,2584.43137,307.0414044,1013.754076,927.1710638,193.544457,840.4355583,1953.299553,839.9600388,685.3447572,760.1796203,1301.992164,969.3976311,433.4310491,856.280287,1628.5816,162.1587466
10_bin.16,1385.767181,798.76134,74.8047614,430.4975435,572.8431376,559.534039,7451.660867,2936.606613,42.23437622,4309.533184,1564.670152,866.9623673,163.9159059,81.63098802,125.0907757,116.368993,239.6597359,139.6072191,126.4876922,45.61043459,2374.348254,355.0404529,83.77052768,1772.276677,380.3213461,432.9396373,281.0280544,258.809636,352.1565162,295.35617,67.33413513,1338.646329,374.004095,52.81801856,6424.029091,6091.599269,6135.947973,6134.160779,5526.370357,4932.035785,3069.550919,3226.757253,76.97896208,958.4114511,522.9905921,173.4481799,32.02953332,1647.651239,1062.381687,643.6368222,71.73910198,4023.290578,1092.105912,1835.299277,1587.980389,689.3481235,247.7953272,494.5190352,216.3201586,29.88805522,390.6433317,282.0285123,37.02522421,837.1245723,390.2659819,413.9279254,791.6669769,49.00780204,1955.545671,847.1979981,65.55471853,702.4101569,983.2549487,530.2344764,810.9244983,788.1120307,659.2770861,270.4270561,39.49251175,1058.216951,466.250682,32.02053336
