"","Domain","Phylum","Class","Order","Family","Genus","Species","Watermass"
"23_bin.57","Bacteria","Proteobacteria","Alphaproteobacteria","UBA828","UBA828","Family_UBA828","Family_UBA828","Deep"
"60_bin.27","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","Family_HTCC2089","Family_HTCC2089","SAW"
"77_bin.19","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","Family_HTCC2089","Family_HTCC2089","SAW"
"79_bin.3","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","HTCC2089","Family_HTCC2089","Family_HTCC2089","SAW"
"20_bin.38","Bacteria","Proteobacteria","Gammaproteobacteria","UBA11654","UBA11654","Family_UBA11654","Family_UBA11654","Deep"
"61_bin.28","Bacteria","Proteobacteria","Gammaproteobacteria","UBA11654","UBA11654","Family_UBA11654","Family_UBA11654","Deep"
"64_bin.18","Bacteria","Proteobacteria","Gammaproteobacteria","UBA11654","UBA11654","Family_UBA11654","Family_UBA11654","Deep"
"38_bin.14","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86","AG-339-G14","Family_AG-339-G14","Family_AG-339-G14","Front"
"15_bin.1","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Genus_Arctic96AD-7","Front"
"16_bin.11","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Genus_Arctic96AD-7","SAW"
"17_bin.28","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Genus_Arctic96AD-7","SAW"
"19_bin.29","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Genus_Arctic96AD-7","SAW"
"20_bin.2","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp002082305","Deep"
"23_bin.25","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp002082305","Deep"
"34_bin.25","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp002082305","Deep"
"43_bin.31","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Genus_Arctic96AD-7","Deep"
"47_bin.5","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp002082305","Deep"
"5_bin.21","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Genus_Arctic96AD-7","SAW"
"51_bin.1","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp000213335","Deep"
"60_bin.39","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Genus_Arctic96AD-7","SAW"
"61_bin.32","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp002082305","Deep"
"62_bin.5","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Genus_Arctic96AD-7","STW"
"64_bin.14","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp002082305","Deep"
"69_bin.9","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp002082305","Deep"
"72_bin.8","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp002082305","Deep"
"79_bin.27","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Genus_Arctic96AD-7","SAW"
"80_bin.31","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp002082305","Deep"
"83_bin.26","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp000213335","Deep"
"9_bin.42","Bacteria","SAR324","SAR324","SAR324","NAC60-12","Arctic96AD-7","Arctic96AD-7 sp000213335","Deep"
"9_bin.17","Bacteria","SAR324","SAR324","SAR324","NAC60-12","UBA8110","UBA8110 sp002707655","Deep"
"9_bin.8","Archaea","Thermoplasmatota","Poseidoniia","MGIII","CG-Epi1","CG-Epi1","Genus_CG-Epi1","Deep"
"44_bin.21","Archaea","Thermoplasmatota","Poseidoniia","MGIII","CG-Epi1","CG-Epi1","Genus_CG-Epi1","STW"
"65_bin.25","Archaea","Thermoplasmatota","Poseidoniia","MGIII","CG-Epi1","CG-Epi1","Genus_CG-Epi1","STW"
"76_bin.20","Archaea","Thermoplasmatota","Poseidoniia","MGIII","CG-Epi1","CG-Epi1","Genus_CG-Epi1","STW"
"78_bin.10","Archaea","Thermoplasmatota","Poseidoniia","MGIII","CG-Epi1","CG-Epi1","Genus_CG-Epi1","STW"
"79_bin.22","Archaea","Thermoplasmatota","Poseidoniia","MGIII","CG-Epi1","CG-Epi1","Genus_CG-Epi1","SAW"
"77_bin.4","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-K1","Genus_MGIIa-K1","SAW"
"79_bin.66","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-K1","Genus_MGIIa-K1","SAW"
"48_bin.32","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","STW"
"52_bin.25","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","STW"
"30_bin.32","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"50_bin.16","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"57_bin.5","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","Front"
"82_bin.12","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"60_bin.54","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"66_bin.6","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"74_bin.7","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"77_bin.32","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"26_bin.9","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","Front"
"24_bin.28","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","STW"
"12_bin.9","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","Neritic"
"24_bin.21","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","STW"
"29_bin.12","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","MGIIa-L1 sp9513u","SAW"
"30_bin.7","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","MGIIa-L1 sp9513u","SAW"
"11_bin.20","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"25_bin.22","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","STW"
"26_bin.24","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","Front"
"27_bin.7","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"28_bin.18","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"29_bin.37","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"30_bin.21","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"33_bin.1","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"49_bin.2","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","Front"
"58_bin.15","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"74_bin.21","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"77_bin.35","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"82_bin.21","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L1","Genus_MGIIa-L1","SAW"
"29_bin.41","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L2","Genus_MGIIa-L2","SAW"
"30_bin.8","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","MGIIa-L2","Genus_MGIIa-L2","SAW"
"20_bin.21","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp8684u","Deep"
"23_bin.22","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp8684u","Deep"
"34_bin.49","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp8684u","Deep"
"43_bin.30","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp8684u","Deep"
"47_bin.16","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp8684u","Deep"
"51_bin.16","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp8684u","Deep"
"61_bin.5","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp8684u","Deep"
"69_bin.11","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp8684u","Deep"
"80_bin.37","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp8684u","Deep"
"83_bin.33","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp8684u","Deep"
"9_bin.1","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp8684u","Deep"
"1_bin.33","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp002497895","STW"
"13_bin.5","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp002497895","STW"
"14_bin.8","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp002497895","STW"
"4_bin.8","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp002497895","STW"
"44_bin.27","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp002497895","STW"
"59_bin.3","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp002497895","STW"
"62_bin.21","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp002497895","STW"
"65_bin.23","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp002497895","STW"
"76_bin.44","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O1","MGIIb-O1 sp002497895","STW"
"24_bin.3","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","MGIIb-O2 sp002498985","STW"
"81_bin.2","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","MGIIb-O2 sp002498985","STW"
"2_bin.54","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"5_bin.25","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"77_bin.41","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"13_bin.12","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","STW"
"14_bin.2","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","STW"
"15_bin.9","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","Front"
"16_bin.14","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"17_bin.17","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"18_bin.2","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"19_bin.18","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"2_bin.33","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"22_bin.11","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"23_bin.10","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","Deep"
"34_bin.34","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","Deep"
"4_bin.2","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","STW"
"45_bin.18","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","Front"
"46_bin.52","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"49_bin.4","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","Front"
"5_bin.4","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"50_bin.2","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"57_bin.7","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","Front"
"58_bin.12","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"60_bin.10","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"62_bin.36","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","STW"
"65_bin.20","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","STW"
"66_bin.29","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"67_bin.5","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","STW"
"74_bin.13","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"77_bin.21","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"79_bin.61","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"82_bin.16","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","SAW"
"23_bin.18","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O2","Genus_MGIIb-O2","Deep"
"1_bin.23","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O3","Genus_MGIIb-O3","STW"
"63_bin.20","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O3","Genus_MGIIb-O3","SAW"
"1_bin.15","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O5","MGIIb-O5 sp002506825","STW"
"62_bin.1","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O5","MGIIb-O5 sp002506825","STW"
"65_bin.40","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O5","MGIIb-O5 sp002506825","STW"
"76_bin.26","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O5","MGIIb-O5 sp002506825","STW"
"78_bin.24","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O5","MGIIb-O5 sp002506825","STW"
"78_bin.36","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-O5","MGIIb-O5 sp002496725","STW"
"34_bin.21","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-P","Genus_MGIIb-P","Deep"
"43_bin.9","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-P","Genus_MGIIb-P","Deep"
"51_bin.28","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-P","Genus_MGIIb-P","Deep"
"13_bin.19","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","MGIIb-P","Genus_MGIIb-P","STW"
"24_bin.38","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","Poseidonia","Genus_Poseidonia","STW"
"48_bin.8","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","Poseidonia","Genus_Poseidonia","STW"
"73_bin.6","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","Poseidonia","Genus_Poseidonia","STW"
"76_bin.3","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","Poseidonia","Genus_Poseidonia","STW"
"20_bin.41","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Genus_Thalassarchaeum","Deep"
"34_bin.48","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Genus_Thalassarchaeum","Deep"
"43_bin.28","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Genus_Thalassarchaeum","Deep"
"47_bin.12","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Genus_Thalassarchaeum","Deep"
"51_bin.54","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Genus_Thalassarchaeum","Deep"
"61_bin.12","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Genus_Thalassarchaeum","Deep"
"64_bin.34","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Genus_Thalassarchaeum","Deep"
"69_bin.22","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Genus_Thalassarchaeum","Deep"
"80_bin.33","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Genus_Thalassarchaeum","Deep"
"83_bin.35","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Genus_Thalassarchaeum","Deep"
"9_bin.12","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Genus_Thalassarchaeum","Deep"
"72_bin.3","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Thalassarchaeum sp002495735","Deep"
"3_bin.27","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Thalassarchaeum sp002457605","Deep"
"61_bin.16","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Thalassarchaeum","Thalassarchaeum sp002507125","Deep"
"48_bin.2","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Poseidoniaceae","Family_Poseidoniaceae","Family_Poseidoniaceae","STW"
"51_bin.63","Archaea","Thermoplasmatota","Poseidoniia","Poseidoniales","Thalassoarchaeaceae","Family_Thalassoarchaeaceae","Family_Thalassoarchaeaceae","Deep"
"11_bin.34","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","Arctic95D-9","Genus_Arctic95D-9","SAW"
"74_bin.5","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","Arctic95D-9","Genus_Arctic95D-9","SAW"
"40_bin.38","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","BACL24","Genus_BACL24","SAW"
"42_bin.26","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","BACL24","Genus_BACL24","SAW"
"26_bin.17","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","BACL24","Genus_BACL24","Front"
"28_bin.12","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","BACL24","Genus_BACL24","SAW"
"33_bin.29","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","BACL24","Genus_BACL24","SAW"
"38_bin.28","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","BACL24","Genus_BACL24","Front"
"39_bin.33","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","BACL24","Genus_BACL24","SAW"
"67_bin.18","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","BACL24","Genus_BACL24","STW"
"82_bin.32","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","BACL24","Genus_BACL24","SAW"
"66_bin.13","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","BACL24","Genus_BACL24","SAW"
"23_bin.50","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","EC70","Genus_EC70","Deep"
"34_bin.27","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","EC70","Genus_EC70","Deep"
"51_bin.55","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","EC70","Genus_EC70","Deep"
"2_bin.53","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","EC70","Genus_EC70","SAW"
"46_bin.47","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","EC70","Genus_EC70","SAW"
"77_bin.12","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","EC70","Genus_EC70","SAW"
"42_bin.50","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","GCA-2690565","Genus_GCA-2690565","SAW"
"60_bin.40","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","MB11C04","GCA-2730975","Genus_GCA-2730975","SAW"
"79_bin.40","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","MB11C04","GCA-2730975","Genus_GCA-2730975","SAW"
"9_bin.33","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","MB11C04","GCA-2730975","Genus_GCA-2730975","Deep"
"41_bin.27","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","MB11C04","MB11C04","Genus_MB11C04","SAW"
"47_bin.40","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Roseibacillus","Genus_Roseibacillus","Deep"
"51_bin.30","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Roseibacillus","Genus_Roseibacillus","Deep"
"61_bin.10","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Roseibacillus","Genus_Roseibacillus","Deep"
"64_bin.1","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Roseibacillus","Genus_Roseibacillus","Deep"
"80_bin.23","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Roseibacillus","Genus_Roseibacillus","Deep"
"83_bin.30","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Roseibacillus","Genus_Roseibacillus","Deep"
