Watermass
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
STW
